event_type,official_release_timestamp,original_timezone,release_timestamp_utc,official_source,source_document,source_release_identifier,acquisition_timestamp_utc,verification_basis,broker_wall_timestamp
FOMC,For release at 8:00 a.m. EDT Share The Federal Reserve is committed to use its full range of tools to support the U.S. economy in this challenging time and thereby promote its maximum employment and price stability goals. The Federal Open Market Committee is t,EDT,2020-03-23T12:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200323a.htm,monetary20200323a,2026-09-03T15:48:48.397694Z,official document release or embargo timestamp,2020-03-23T14:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, MARCH 27, 2020 BEA 20—14 Personal Income and Outlays: February 2020 Personal income increased $106.8 billion (0.6 percent) in February according to estimates released today by the Bureau of Economic Analysis (t",EDT,2020-03-27T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-february-2020,personal-income-and-outlays-february-2020,2026-09-03T15:46:49.092972Z,official document release or embargo timestamp,2020-03-27T14:30:00
FOMC,For release at 8:30 a.m. EDT Share The Federal Reserve on Tuesday announced the establishment of a temporary repurchase agreement facility for foreign and international monetary authorities (FIMA Repo Facility) to help support the smooth functioning of financi,EDT,2020-03-31T12:30:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200331a.htm,monetary20200331a,2026-09-03T15:48:48.789265Z,official document release or embargo timestamp,2020-03-31T15:30:00
EMPLOYMENT,"embargoed until USDL-20-0521 8:30 a.m. (EDT) Friday, April 3, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov (NOTE: BLS rei",EDT,2020-04-03T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_04032020.htm,empsit_04032020,2026-09-03T15:44:06.825877Z,official document release or embargo timestamp,2020-04-03T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) April 10, 2020 USDL-20-0568 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � MARCH 2020 The Consumer Price Index for All Urban ",EDT,2020-04-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_04102020.htm,cpi_04102020,2026-09-03T15:42:15.798263Z,official document release or embargo timestamp,2020-04-10T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The coronavirus outbreak is causing t",EDT,2020-04-29T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200429a.htm,monetary20200429a,2026-09-03T15:48:49.174300Z,official document release or embargo timestamp,2020-04-29T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, April 30, 2020 BEA 20—20 Personal Income and Outlays: March 2020 Personal income decreased $382.1 billion (2.0 percent) in March according to estimates released today by the Bureau of Economic Analysis (table",EDT,2020-04-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-march-2020,personal-income-and-outlays-march-2020,2026-09-03T15:46:53.581440Z,official document release or embargo timestamp,2020-04-30T15:30:00
EMPLOYMENT,"embargoed until USDL-20-0815 8:30 a.m. (EDT) Friday, May 8, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov (NOTE: BLS reiss",EDT,2020-05-08T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_05082020.htm,empsit_05082020,2026-09-03T15:44:07.600523Z,official document release or embargo timestamp,2020-05-08T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) May 12, 2020 USDL-20-0918 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � APRIL 2020 The Consumer Price Index for All Urban Co",EDT,2020-05-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_05122020.htm,cpi_05122020,2026-09-03T15:42:16.782233Z,official document release or embargo timestamp,2020-05-12T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, May 29, 2020 BEA 20—24 Personal Income and Outlays: April 2020 Personal income increased $1.97 trillion (10.5 percent) in April according to estimates released today by the Bureau of Economic Analysis (tables 3",EDT,2020-05-29T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-april-2020,personal-income-and-outlays-april-2020,2026-09-03T15:46:45.589302Z,official document release or embargo timestamp,2020-05-29T15:30:00
EMPLOYMENT,"embargoed until USDL-20-1140 8:30 a.m. (EDT) Friday, June 5, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov (NOTE: BLS reis",EDT,2020-06-05T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_06052020.htm,empsit_06052020,2026-09-03T15:44:08.562414Z,official document release or embargo timestamp,2020-06-05T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) June 10, 2020 USDL-20-1186 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � MAY 2020 The Consumer Price Index for All Urban Con",EDT,2020-06-10T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_06102020.htm,cpi_06102020,2026-09-03T15:42:17.790886Z,official document release or embargo timestamp,2020-06-10T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The coronavirus outbreak is causing t",EDT,2020-06-10T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200610a.htm,monetary20200610a,2026-09-03T15:48:49.636931Z,official document release or embargo timestamp,2020-06-10T21:00:00
PCE,"FOR RELEASE: 8:30 A.M. EDT, Tuesday, June 23, 2020 BEA 20—28 Personal Income by State, 1st Quarter 2020 State personal income increased 2.3 percent at an annual rate in the first quarter of 2020, a deceleration from the 3.6 percent increase in the fourth quart",EDT,2020-06-23T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-state-1st-quarter-2020,personal-income-state-1st-quarter-2020,2026-09-03T15:47:01.686776Z,official document release or embargo timestamp,2020-06-23T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, June 26, 2020 BEA 20—30 Personal Income and Outlays: May 2020 Personal income decreased $874.2 billion (4.2 percent) in May according to estimates released today by the Bureau of Economic Analysis (tables 3 and",EDT,2020-06-26T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-may-2020,personal-income-and-outlays-may-2020,2026-09-03T15:46:55.062679Z,official document release or embargo timestamp,2020-06-26T15:30:00
EMPLOYMENT,"embargoed until USDL-20-1310 8:30 a.m. (ET) Thursday, July 2, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov (NOTE: BLS rei",ET,2020-07-02T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_07022020.htm,empsit_07022020,2026-09-03T15:44:09.686703Z,official document release or embargo timestamp,2020-07-02T15:30:00
CPI,"embargoed until 8:30 a.m. (EDT) July 14, 2020 USDL-20-1376 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � JUNE 2020 The Consumer Price Index for All Urban Co",EDT,2020-07-14T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_07142020.htm,cpi_07142020,2026-09-03T15:42:18.876502Z,official document release or embargo timestamp,2020-07-14T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The coronavirus outbreak is causing t",EDT,2020-07-29T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200729a.htm,monetary20200729a,2026-09-03T15:48:50.039608Z,official document release or embargo timestamp,2020-07-29T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, July 31, 2020 BEA 20—38 Personal Income and Outlays, June 2020 and Annual Update Personal income decreased $222.8 billion (1.1 percent) in June according to estimates released today by the Bureau of Economic An",EDT,2020-07-31T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-june-2020-and-annual-update,personal-income-and-outlays-june-2020-and-annual-update,2026-09-03T15:46:51.995475Z,official document release or embargo timestamp,2020-07-31T15:30:00
EMPLOYMENT,"embargoed until USDL-20-1503 8:30 a.m. (ET) Friday, August 7, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov (NOTE: BLS rei",ET,2020-08-07T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_08072020.htm,empsit_08072020,2026-09-03T15:44:10.589064Z,official document release or embargo timestamp,2020-08-07T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) August 12, 2020 USDL-20-1552 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � JULY 2020 The Consumer Price Index for All Urban C",ET,2020-08-12T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_08122020.htm,cpi_08122020,2026-09-03T15:42:19.893486Z,official document release or embargo timestamp,2020-08-12T15:30:00
FOMC,"For release at 9:10 a.m. EDT Share Following an extensive review that included numerous public events across the country, the Federal Open Market Committee (FOMC) on Thursday announced the unanimous approval of updates to its Statement on Longer-Run Goals and ",EDT,2020-08-27T13:10:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200827a.htm,monetary20200827a,2026-09-03T15:48:50.439567Z,official document release or embargo timestamp,2020-08-27T16:10:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, AUGUST 28, 2020 BEA 20—42 Personal Income and Outlays, July 2020 Personal income increased $70.5 billion (0.4 percent) in July according to estimates released today by the Bureau of Economic Analysis (tables 3 ",EDT,2020-08-28T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-july-2020,personal-income-and-outlays-july-2020,2026-09-03T15:46:50.748745Z,official document release or embargo timestamp,2020-08-28T15:30:00
EMPLOYMENT,"embargoed until USDL-20-1650 8:30 a.m. (ET) Friday, September 4, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov (NOTE: BLS ",ET,2020-09-04T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_09042020.htm,empsit_09042020,2026-09-03T15:44:11.374434Z,official document release or embargo timestamp,2020-09-04T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) September 11, 2020 USDL-20-1693 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � AUGUST 2020 The Consumer Price Index for All Ur",ET,2020-09-11T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_09112020.htm,cpi_09112020,2026-09-03T15:42:20.995205Z,official document release or embargo timestamp,2020-09-11T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing trem",EDT,2020-09-16T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200916a.htm,monetary20200916a,2026-09-03T15:48:50.788459Z,official document release or embargo timestamp,2020-09-16T21:00:00
PCE,"FOR RELEASE: 8:30 A.M. EDT, Thursday, September 24, 2020 BEA 20—45 Personal Income by State, 2nd Quarter 2020 State personal income increased 34.2 percent at an annual rate in the second quarter of 2020, an acceleration from the 4.1 percent increases in the fi",EDT,2020-09-24T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-state-2nd-quarter-2020,personal-income-state-2nd-quarter-2020,2026-09-03T15:47:03.180534Z,official document release or embargo timestamp,2020-09-24T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, THURSDAY, OCTOBER 01, 2020 BEA 20—49 Personal Income and Outlays, August 2020 Personal income decreased $543.5 billion (2.7 percent) in August according to estimates released today by the Bureau of Economic Analysis (t",EDT,2020-10-01T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-august-2020,personal-income-and-outlays-august-2020,2026-09-03T15:46:46.753983Z,official document release or embargo timestamp,2020-10-01T15:30:00
EMPLOYMENT,"embargoed until USDL-20-1838 8:30 a.m. (ET) Friday, October 2, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYMEN",ET,2020-10-02T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_10022020.htm,empsit_10022020,2026-09-03T15:44:12.333813Z,official document release or embargo timestamp,2020-10-02T15:30:00
PCE,"FOR RELEASE: 8:30 A.M. EDT, Thursday, October 8, 2020 BEA 20—52 Personal Consumption Expenditures by State, 2019 State personal consumption expenditures (PCE) increased 3.9 percent in 2019, a deceleration from the 4.9 percent increase in 2018 (table 1), accord",EDT,2020-10-08T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-consumption-expenditures-state-2019,personal-consumption-expenditures-state-2019,2026-09-03T15:46:45.113734Z,official document release or embargo timestamp,2020-10-08T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) October 13, 2020 USDL-20-1925 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � SEPTEMBER 2020 The Consumer Price Index for All U",ET,2020-10-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_10132020.htm,cpi_10132020,2026-09-03T15:42:21.943503Z,official document release or embargo timestamp,2020-10-13T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, OCTOBER 30, 2020 BEA 20—54 Personal Income and Outlays, September 2020 Personal income increased $170.3 billion (0.9 percent) in September according to estimates released today by the Bureau of Economic Analysi",EDT,2020-10-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-september-2020,personal-income-and-outlays-september-2020,2026-09-03T15:46:58.761724Z,official document release or embargo timestamp,2020-10-30T14:30:00
FOMC,"For release at 2:00 p.m. EST Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing trem",EST,2020-11-05T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20201105a.htm,monetary20201105a,2026-09-03T15:48:51.195315Z,official document release or embargo timestamp,2020-11-05T21:00:00
EMPLOYMENT,"embargoed until USDL-20-2033 8:30 a.m. (ET) Friday, November 6, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYME",ET,2020-11-06T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_11062020.htm,empsit_11062020,2026-09-03T15:44:13.356599Z,official document release or embargo timestamp,2020-11-06T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) November 12, 2020 USDL-20-2089 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � OCTOBER 2020 The Consumer Price Index for All Ur",ET,2020-11-12T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_11122020.htm,cpi_11122020,2026-09-03T15:42:23.064954Z,official document release or embargo timestamp,2020-11-12T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Tuesday, November 17, 2020 BEA 20—58 Personal Income by County and Metropolitan Area, 2019 In 2019, personal income increased in 2,964 counties, decreased in 139, and was unchanged in 10, according to estimates release",EST,2020-11-17T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-county-and-metropolitan-area-2019,personal-income-county-and-metropolitan-area-2019,2026-09-03T15:47:00.221219Z,official document release or embargo timestamp,2020-11-17T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 10:00 A.M. EST, WEDNESDAY, NOVEMBER 25, 2020 BEA 20—60 Personal Income and Outlays, October 2020 Personal income decreased $130.1 billion (0.7 percent) in October according to estimates released today by the Bureau of Economic Analys",EST,2020-11-25T15:00:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-october-2020,personal-income-and-outlays-october-2020,2026-09-03T15:46:57.254527Z,official document release or embargo timestamp,2020-11-25T17:00:00
EMPLOYMENT,"embargoed until USDL-20-2184 8:30 a.m. (ET) Friday, December 4, 2020 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYME",ET,2020-12-04T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_12042020.htm,empsit_12042020,2026-09-03T15:44:14.246135Z,official document release or embargo timestamp,2020-12-04T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) December 10, 2020 USDL-20-2218 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � NOVEMBER 2020 The Consumer Price Index for All U",ET,2020-12-10T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_12102020.htm,cpi_12102020,2026-09-03T15:42:24.021789Z,official document release or embargo timestamp,2020-12-10T15:30:00
FOMC,"For release at 2:00 p.m. EST Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing trem",EST,2020-12-16T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20201216a.htm,monetary20201216a,2026-09-03T15:48:51.579158Z,official document release or embargo timestamp,2020-12-16T21:00:00
PCE,"FOR RELEASE: 8:30 A.M. EST, Thursday, December 17, 2020 BEA 20—65 Personal Income by State, 3rd Quarter 2020 State personal income decreased 10.0 percent at an annual rate in the third quarter of 2020, after increasing 35.8 percent in the second quarter, accor",EST,2020-12-17T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-state-3rd-quarter-2020,personal-income-state-3rd-quarter-2020,2026-09-03T15:47:04.649684Z,official document release or embargo timestamp,2020-12-17T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, WEDNESDAY, DECEMBER 23, 2020 BEA 20—68 Personal Income and Outlays, November 2020 Personal income decreased $221.8 billion (1.1 percent) in November according to estimates released today by the Bureau of Economic Analy",EST,2020-12-23T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2020/personal-income-and-outlays-november-2020,personal-income-and-outlays-november-2020,2026-09-03T15:46:56.543900Z,official document release or embargo timestamp,2020-12-23T15:30:00
EMPLOYMENT,"embargoed until USDL-21-0002 8:30 a.m. (ET) Friday, January 8, 2021 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYMEN",ET,2021-01-08T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_01082021.htm,empsit_01082021,2026-09-03T15:44:15.126395Z,official document release or embargo timestamp,2021-01-08T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) January 13, 2021 USDL-21-0024 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � DECEMBER 2020 (NOTE: This news release was reissu",ET,2021-01-13T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_01132021.htm,cpi_01132021,2026-09-03T15:42:24.999006Z,official document release or embargo timestamp,2021-01-13T15:30:00
FOMC,"For release at 2:00 p.m. EST Share The Federal Open Market Committee, at its annual organizational meeting this week, unanimously reaffirmed its ""Statement of Longer-Run Goals and Monetary Policy Strategy."" The reaffirmed statement is identical to the statemen",EST,2021-01-27T19:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210127b.htm,monetary20210127b,2026-09-03T15:48:52.726723Z,official document release or embargo timestamp,2021-01-27T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, FRIDAY, JANUARY 29, 2021 BEA 21-03 Personal Income and Outlays, December 2020 Personal income increased $116.6 billion (0.6 percent) in December according to estimates released today by the Bureau of Economic Analysis ",EST,2021-01-29T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-december-2020,personal-income-and-outlays-december-2020,2026-09-03T15:47:09.830497Z,official document release or embargo timestamp,2021-01-29T15:30:00
EMPLOYMENT,"embargoed until USDL-21-0158 8:30 a.m. (ET) Friday, February 5, 2021 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYME",ET,2021-02-05T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_02052021.htm,empsit_02052021,2026-09-03T15:44:16.141189Z,official document release or embargo timestamp,2021-02-05T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) February 10, 2021 USDL-21-0226 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � JANUARY 2021 (NOTE: This news release was reissu",ET,2021-02-10T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_02102021.htm,cpi_02102021,2026-09-03T15:42:26.183301Z,official document release or embargo timestamp,2021-02-10T15:30:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, FRIDAY, FEBRUARY 26, 2021 BEA 21-07 Personal Income and Outlays, January 2021 Personal income increased $1,954.7 billion (10.0 percent) in January according to estimates released today by the Bureau of Economic Analysi",EST,2021-02-26T13:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-january-2021,personal-income-and-outlays-january-2021,2026-09-03T15:47:12.786834Z,official document release or embargo timestamp,2021-02-26T15:30:00
EMPLOYMENT,"embargoed until USDL-21-0365 8:30 a.m. (ET) Friday, March 5, 2021 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYMENT ",ET,2021-03-05T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_03052021.htm,empsit_03052021,2026-09-03T15:44:17.057881Z,official document release or embargo timestamp,2021-03-05T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) March 10, 2021 USDL-21-0390 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � FEBRUARY 2021 The Consumer Price Index for All Urba",ET,2021-03-10T13:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_03102021.htm,cpi_03102021,2026-09-03T15:42:27.323175Z,official document release or embargo timestamp,2021-03-10T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing trem",EDT,2021-03-17T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210317a.htm,monetary20210317a,2026-09-03T15:48:53.124221Z,official document release or embargo timestamp,2021-03-17T20:00:00
PCE,"FOR RELEASE: 8:30 A.M. EDT, Friday, March 26, 2021 BEA 21-12 Personal Income and Outlays, February 2021 Personal income income decreased $1,516.6 billion (7.1 percent) in February according to estimates released today by the Bureau of Economic Analysis (tables",EDT,2021-03-26T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-february-2021,personal-income-and-outlays-february-2021,2026-09-03T15:47:11.297955Z,official document release or embargo timestamp,2021-03-26T14:30:00
EMPLOYMENT,"embargoed until USDL-21-0582 8:30 a.m. (ET) Friday, April 2, 2021 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYMENT ",ET,2021-04-02T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_04022021.htm,empsit_04022021,2026-09-03T15:44:17.957958Z,official document release or embargo timestamp,2021-04-02T15:30:00
CPI,"embargoed until 8:30 a.m. (ET) April 13, 2021 USDL-21-0651 Technical information: (202) 691-7000 � cpi_info@bls.gov � www.bls.gov/cpi Media Contact: (202) 691-5902 � PressOffice@bls.gov CONSUMER PRICE INDEX � MARCH 2021 The Consumer Price Index for All Urban C",ET,2021-04-13T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/cpi_04132021.htm,cpi_04132021,2026-09-03T15:42:28.233888Z,official document release or embargo timestamp,2021-04-13T15:30:00
FOMC,"For release at 2:00 p.m. EDT Share The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The COVID-19 pandemic is causing trem",EDT,2021-04-28T18:00:00Z,www.federalreserve.gov,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210428a.htm,monetary20210428a,2026-09-03T15:48:53.866842Z,official document release or embargo timestamp,2021-04-28T21:00:00
PCE,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, APRIL 30, 2021 BEA 21-19 Personal Income and Outlays, March 2021 Personal income increased $4.21 trillion (21.1 percent) in March according to estimates released today by the Bureau of Economic Analysis (tables",EDT,2021-04-30T12:30:00Z,www.bea.gov,https://www.bea.gov/news/2021/personal-income-and-outlays-march-2021,personal-income-and-outlays-march-2021,2026-09-03T15:47:15.709362Z,official document release or embargo timestamp,2021-04-30T15:30:00
EMPLOYMENT,"embargoed until USDL-21-0816 8:30 a.m. (ET) Friday, May 7, 2021 Technical information: Household data: cpsinfo@bls.gov * www.bls.gov/cps Establishment data: cesinfo@bls.gov * www.bls.gov/ces Media contact: (202) 691-5902 * PressOffice@bls.gov THE EMPLOYMENT SI",ET,2021-05-07T12:30:00Z,www.bls.gov,https://www.bls.gov/news.release/archives/empsit_05072021.htm,empsit_05072021,2026-09-03T15:44:19.005507Z,official document release or embargo timestamp,2021-05-07T15:30:00
